id	regeste	first_ent	first_ent_label
1464_XII_20.2	Panngrecz von Plannkchenstain kauft von Abt Mertt und dem Convente zu Gotweich in der grossen Nothlage des Stiftes für seine und seines Sohnes Hanns von Plannkenstain Lebenszeit, der aus seiner Ehe mit seiner verstorbenen Frau Margret von Starhemberg stammt, um 1200 ungarische Goldgulden folgende freieigene Güter sammt dem Vogteirechte zu Leibgeding auf Wiederkauf: von erst ain lehen im Lanndsidelpach, das yetzo Niclas daselbs besitzt, dient jarlich zu phingsten vier schiling zwelif phenning und zu sand Michelstag vier schiling zwelif phenning; item ain lehen im Lanndsidelpach, das Andre Slutermair daselbs hat, dient zu phingsten vier schiling zwelif phenning und zu sand Michelstag vier schiling zwelif phenning; item ain lehen im Lanndsidelpach, das Leonhart daselbs besitzt, dient zu den phingsten fuenf schiling sechs phenning und zu sannd Michelstag funf schiling sechs phenning; item das purkrecht holcz an der Leitten bei dem Lanndsidelpach, das Peter Gawbitz hat, dient zu phingsten funfczehen phenning und zu sannd Michelstag funfczehen phenning; item ain hofstat im Harbach, die Hannsens im Harbach hawsfraw besitzt, dient zu phingsten drei schiling sechs phenning und zu sannd Michelstag drei schiling sechs phenning; item ain lehen in der Ochut, das yczo Barbara, Peters Wolslaher witib besitzt, dient zu phingsten sechs schilling und zu sannd Michelstag sechs schiling phenning; item ain lehen im Offenpach, das Hanns Sumer hat, dient zu phingsten funf schiling sechs phenning und zu sannd Michelstag funf schiling sechs phenning; item ain lehen an der Rŷnn,1 das Jorig daselbs besitzt, diennt zu phingsten funf schiling sechs phenning und zu sannd Michelstag funf schiling sechs phenning; item ain lehen am Geirsperig,2 das Hanns daselbs hat, dient zu phingsten funf schiling sechs phenning und zu sannd Michelstag funf schiling sechs phenning: item ain hofstat im Panpach, die Elspet Jaenerin und ir kinder besitzen, dient zu phingsten drei und sechtzig phenning und zu sannd Michelstag drei und sechtzig phenning; item ain hof, genant der Panhalmhoff, den Stephann Cheswasser hat, dient zu phingsten ain phundt und zu sannd Michelstag ain phund phenning; item ain hofstat im Panpach. die Hanns daselbs hat, dient zu phingsten funf und zwaintzig phenning und zu sannd Michelstag funf und zwaintzig phenning; item ain lehen am Forsterperig,3 das Hanns daselbs hat, dient zu phingsten sechs schiling und zu sannd Michelstag sechs schilling phenning; item ain hofstat am Hafenperig,4 die Chuntzs witib daselbs hat, dient zu phingsten sechs und sechtzig phenning und zu sannd Michelstag sechs und sechtzig phenning; item ain hof am Voglperg,5 den Michel daselbs hat, dient zw phingsten siben schiling sechs phenning und zu sannd Michelstag siben schiling sechs phenning; item ain lehen am Teulperig, das Hanns daselbs besitzt, dient zu phingsten funf schiling und zu sannd Michelstag funf schiling phenning; item ain hofstat zu Aw, die Jorig Duerr zu Offenpach hat, dient zu phingsten funf und viertzig phenning und zu sannd Michelstag funfundvirtzig phenning; item ain lehen in der Ochut, das Hanns im Rorr hat, dient zu phingsten sechs schiling und zu sannd Michelstag sechs schiling phenning; item ain lehen im Schewrnpach, das Jorg am Rewt hat, dient zu phingsten vier schiling und zu sannd Michelstag vier schiling phenning; item ain lehen am Charlsperig, das der Jacobin kinder daselbs inhaben, dient zu phingsten vier schiling und zu sannd Michelstag vier schiling phenning; item ain hofstat im Panpach, die Erhart Schaer am Perig hat, dient zu phingsten ain und achtzig phenning und zu sand Michelstag ain und achtzig phenning; item ain hof genant der Slierbekchenhoff, den Anna Hanns des Achsen seligen hawsfraw besitzt, dient zu den phingsten sechs schiling und zu sannd Michelstag sechs schiling phenning; item ain hofstat im Weigraben, die Pawl in der Gassen hat, dient zu sannd Michelstag vier schiling funftzehen phenning; item ain hof am Chaphennberg,6 den Gengel daselbs hat, dient zu sannd Michelstag funf schiling funftzehen phenning; item ain hofstat im Weigraben,7 die Michel daselbs hat, dient zu sannd Michelstag vier schiling phenning; item ain hofstat im Weigraben, die Jorig in der Oed8 hat, dient zu sand Michelstag sechtzig phenning; item ain hofstat im Harbach, die Elspet Jorgens Mulnêr zu Lechaw witib hat, dient zu sand Michelstag dreissig phenning; item ain agker im Vrbach9 am Lehen gelegen, den Erhart Fleischaker zu Sand Leonhart hat, dient zu sand Michelstag siben phenning ain helbing. Die obgenanten gueter sind gelegen in Sand Leonhart pharr in dem Forst. Item ain lehen genant im Velbrech10 in Oberndorffer pharr, das Michel Prankel besitzt, dient zu phingsten ain phund und zu sand Michelstag ain phund phenning; item ain muel auf der Fraunwiss in Daechsinger pharr, die Cristann daselbs hat, dient zu phingsten funf schiling sechs phenning und zu sand Michelstag funf schiling sechs phenning; item ain lehen in Muenncher phar, das Elspet weilent Jorgens in Fridreichsperig11 hawsfraw hat, dient zu sannd Michelstag vier schiling phenning; item ain hof, genant der Teuffelhoff, den Leonhart daselbs hat, dient zu den phingsten sechs schiling und zu sand Michelstag sechs schiling phenning; item ain lehen an der Wolfartzoed, das Cristann daselbs hat, dient zu sand Michelstag dreyssig phenning; item ain hofstat, die Kathrei Vlreichs Schuester witib vor der Veichsen12 bei Purkstall besitzt, dient zu sand Michelstag drei schiling phenning. Die obgenanten gueeter sind gelegen in Purkstaler pharr. Item ain muel, die Niclas zu Offenpach hat, dient zu phingsten sechs schiling funftzehen phenning und zu sand Michelstag sechs schiling funftzehen phenning und von der Hausleutten dabei zu phingsten zehen phenning und zu sand Michelstag zehen phenning; item ain hofstat zu Hofsteten im Haslech, die Hanns Cheswasser hat, dient zu phingsten ain und achtzig phenning und zu sannd Michelstag ain und achtzig phenning; item ain hofstat am Reithoff, die Chunrat Kaiser zu Hofsteten hat, dient zu phingsten ain und achtzig phenning und zu sannd Michelstag ain und achtzig phenning; item ain hofstat am Reithof, die Barbara Niclas Wagner witib besitzt, dient zu phingsten ain und achtzig phenning und zu sand Michelstag ain und achtzig phenning; item ain hofstat am Reithof, die Wolfgang Sneider hat, dient zu phingsten sechs schiling und zu sand Michelstag sechs schiling phenning; item ain hofstat genant Dornbiss13 zu Offenpach, die Michel Duerr und Dorothea sein hawsfraw haben, dient zu phingsten drei schiling und zu sand Michelstag drei schiling phenning; item ain lehen im Aipach, das Niclas daselbs besitzt, dient zu phingsten sechs schiling und zu sand Michelstag sechs schiling phenning; item ain lehen am Chastenperig,14 das Michel daselbs inhat, dient zu phingsten drei schiling funf und zwaintzig phenning und zu sand Michelstag drei Schilling funf und zwaintzig phenning und von drein agkern ainer leÿtten und ainer wisen zu phingsten vier schilling phenning; item ain lehen am Wutzenhoff, das Hanns in der Ochuet hat, dient zu phingsten sechs schiling und ain schreibphenning und zu sand Michelstag sechs schiling und ain schreibphenning; item ain hofstat in der Ochut, die Cristan Pinter besitzt, dient zu phingsten acht und sechtzig phenning und zu sand Michelstag acht und sechtzig phenning; item am lehen am Wutzenhof, das Jorig Achs in der Ochuet hat, dient zu phingsten funf schiling siben und zwaintzig phenmng und zu sand Michelstag funf schiling siben und zwaintzig phenmng; item ain hofstat am Schachen, die Vrsula Michels am Schachen hawsfraw besitzt, dient zu phingsten sechtzig phenning und zu sand Michelstag sechtzig phenning, dartzue fur ain halb phundt wachs zwelif phenning und von ainer muellstat und wuerslag underm Schachen funf phenning; item Michel am Schachen dient von ainem wuerslag daselbs ob des Schachen zu sand Michelstag sechtzig phenning; item ain hofstat am Reithoff, die Niclas Fraennkel zu Hofsteten hat, dient zw phingsten drei schilling zwelif phenning und zu sand Michelstag drei schiling zwelif phenning; item ain hof zu Aw, den Hainreichs von Aw kinder besitzen, dient zu phingsten ain phund zehen phenning und zu sand Michelstag ain phund zehen phenning. Die obgenanten gueter sind in Ruepreczhofer pfarr gelegen. Item Jorig zu Hewperig15 dient von ainer mul zu phingsten funf und sibentzig phenning und zu sannd Michelstag funf und siebentzig phenning; item des Richkuns kinder zu Polan im Harbach dient zu sand Michelstag von ainer wisen auf der Lechaw zwelif phenning; item Gothart Mulnêr zu Turssendorf16 dient zu sand Michelstag von der waid im Offenpach vier phenning; item Andre des Wismulner witib dient von ainer wisen genant die Wasserwiss bei Mannkch sechs phenning; item Barbara Stephanns im Pletichech17 witib dient von ainem agker sechs phenning; item Hanns Smid zu Gesnitz18 innerhalb Scheibs dient von ainer muel drei schiling vier phenning; item Hanns in der Grueb19 innerhalb Scheibs dient von ainer hofstat sibenundfunftzig phenning; item Wernhart am Lewtolczhaim innerhalb Scheibs dient von ainer hofstat zwenundvirtzig phenning; item Michel aufm Falkennstain20 bei dem Oeczann dient von ainer hofstat vierundsechtzig phenning, alles zu sand Michelstag; item Peter Kastner zu Purkstall hat in bestandt sein lebtaeg ain wisen in der Moecznitz21 bei dem guetern zu Nattenndorf22 gelegen, die dem gotshaws zu Gotweig ledigklich zugehoret und gibt jarlich davon ze zinss zwai phundt phenning zu sand Michelstag, und so der benannt Kastner mit dem tod ab ist, so mag die wisen anderen leutten jerlich bei solhem obemelten zinss verlassen werden ungeverlich. Nach ihrem Tode können die Verkäufer dieselben von ihren Erben um den gleichen Kaufschilling zwischen Weihnachten und Fastnacht zurückkaufen, welche dann nach Bezahlung desselben zu übergeben sind, wobei die Kauf- und Gegenurkunde auszutauschen sind.Siegler: (I.) Panngretz von Plannkchenstain, die edeln Herren (II.) Ruedger von Starhemberg und (III.) Hertneid von Losenstain, des ersteren Schwager.Datum: geben an sand Tamansabent des heyligen zwelifpoten (1464).	Plannkchenstain	LOC
1464_XII_20.3	Bischof Vlreich zu Passaw bestätigt den Kauf (nr. 1655).Datum: fehlt.	Vlreich	LOC
1465	L(eonhard) Lasperger und Kathrei dessen Frau verkaufen den Pfarrleuten der sannd Niclaser Pfarrkirchen zu Newemarckht an der Ibs eine Wiese gelegen auf der Edelwiss, welche einst dem Hanns Kramer, Richter zu Ambstetn, gehörte, und daranstossend ein Tagwerk einer Wiese, welches einst dem Thoman Perner zum Plintnmarckht gehörte, und geben ihnen auch einen Weg zu denselben mit der Bedingung, dass sie von der Wiese jährlich 60 d. und von dem Tagwerke 32 d. an sand Michelstag zinsen und im Falle des Verkaufes dem jeweiligen Inhaber des Sitzes zu Leutzmasdorf1 zum Kaufe anbieten. Erst nach Ablehnung des Wiederkaufes seitens desselben können die Wiesen beliebig verkauft werden, wobei je die Hälfte des Zinses zu Ableite und Anleite zu bezahlen ist.Siegler: L(eonhard) Lasperger und der edle Leonhart Hesib, Pfleger zu Kamspach.2Datum: fehlt.	Niclaser Pfarrkirchen zu Newemarckht	LOC
1465.1	Vlrich gesessen an der Gruebmull in der Schonawer Pfarre, Hanns Koler zu Allen Heilign, Wolfgang Senfftmullner in der Sannd Thoman Pfarre gesessen, Anna, die Witwe nach Jorg Mairhofer, Hanns an der Wismul bei der Freinstat gesessen, welcher zugleich die Rechte seines Bruders Leonhart vertritt, alle Kinder des verstorbenen Jorg Gruebmulner gesessen an der Gruebmul in der Schonawer Pfarre, Ulrich Awer in der Schonawer Pfarre, ihr Schwager, als Vertreter der von seiner verstorbenen Frau Anna, der Schwester der vorbenannten, stammenden Kinder Wolfgang, Jacob, Elisabeth und Anna, und Jorg Messermulner an der Messermul in der Pirchpeckher Pfarre verkaufen mit Handen ihres Grundherrn, des edlen Jorg Pranttner, die ihnen von ihrem Vater anerstorbene Gruebmul in der Schonawer Pfarre um 28 lb. d. dem erberen Thoman Wagn und Elspet dessen Frau.Siegler: Jorg Pranttner und der edle Fridrich Fleckh, Pfleger auf dem Rotenstain.Datum: fehlt.	Vlrich	PER
1465.3	Jorg von Englperg aus der Valtinger Pfarre verschreibt seiner Frau Margareth, der Tochter des Swaiger in der Aw‚ welche ihm 24 lb. d. als Heimsteuer zubrachte, mit Handen seines Grundherrn, des Abtes von Gottweig, sein behaustes Lehen zu Engelperg sammt allem Erbe und der Fahrhabe, welches sie alles im Falle seines kinderlosen Ablebens vor ihr bis zu ihrem Tode innehaben soll, worauf es erblich an seine nächsten Verwandten fällt Stirbt jedoch sie ohne Leibeserben vor ihm, so behält er das Nutzungsrecht ihrer Heimsteuer bis zu seinem Tode, worauf sie an ihre nächsten Verwandten erblich fällt.Siegler: der Abt von Gottweig als Grundherr.Datum: fehlt.	Jorg von Englperg	PER
1465.4	Mattes Schaffer zu Zackking, welcher zugleich sein Mündel Janns, den Sohn seines verstorbenen Bruders Esel Schaffer zu Obernfuchau vertritt, sowie Kathrey, die Frau des Thaman Spereissen, verkaufen mit Handen ihres Grundherrn, des edeln J(org) Pranntner zu Meirling dem erbern Veit Haszlpach zu Meirling ihre Hofstätte zu Meirling zunächst der Hofstätte des Erhart Mullner, von welcher jährlich 84 d. an sand Michelstag zu zinsen sind.	Mattes Schaffer	PER
1465_II_08	Sigmund von Eÿczing, Forstmeister in Oesterreich, beurkundet, dass er laut Urkunde des Abtes Mert und des Conventes zu dem Göttweig (nr. 1512) den Zehent des Stiftes zu Obern und Nidern Nêlib, Pernesdorf, Pfaffendorf, Peygarten, Veczleinsdorf und Raeklensdorf, welchen jetzt Joerig von Czeltinga auf Lebenszeit zu Leibgeding innehat, für sich, seinen Sohn Joerg und dessen Söhne auf ihr aller Lebenszeit erhalten, aber sich seiner Rechte insoweit theilweise begeben hat, als die Verleihung nur für seine und seines Sohnes Joerg Lebenszeit gelten solle.Siegler: Sigmund von Eÿczing und Joerig von Eÿczing. Datum: geben (1465) an freytag nach sand Dorothetag.	Sigmund von Eÿczing, Forstmeister	PER
1465_II_22	Kaiser Friedrich III. fordert die Mitglieder des Prälatenstandes auf, die rückständige Landsteuer an Georg von Wolkersdorf auszuzahlen.	Friedrich III.	PER
1465_III_08	Kaiser Friedrich III. fordert von Abt Martin von Göttweig die Zahlung der Strafe wegen Nichteinhaltung des Vertrages mit dem resignierten Abte Wolfgang.	Friedrich III.	PER
1465_III_10	Die Dienstleute des Wilhelm von Pucheim ersuchen Abt Martin von Göttweig, daliin zu wirken, dass ihr Herr aus der Gefangenschaft Hermanns des Schaden innerhalb 14 Tagen entlassen werde.	Wilhelm von Pucheim	PER
1465_III_12	Jorig Pranntner tritt Abt Mertt und dem Convente zu Goettweig die Herrschaft Nider-Raenna, welche er von ihnen zu Leibgeding innehat, von jetzt auf drei Jahre ab, wofür sie ihm zur Widerlage den Getreidezehent des Stiftes auserhalb Meurling auf der Flaednitz, welchen er schon früher einige Jahre gepachtet hatte, und den jährlichen Weindienst zu Murtztal bei Raenna verleihen, von welchem er ihnen jährlich einen Dreiling Wein zu zinsen hat. Nach drei Jahren wird ihm die Herrschaft wieder ledig, während letzteren der Zehent und Weindienst ledig wird, jedoch soll Jorig Pranntner dann den Getreidezehent auf der Fladnitz auf Lebenszeit zu einem Jahreszinse von je 45 Metzen Korn und Hafer innehaben. Stirbt er aber innerhalb der drei Jahre, so ist dem Stifte die Herrschaft sammt dem Getreidezehente und Weindienste ledig.Siegler: für Jorig Pranntner siegelt (mangelhalben meines aigen insigil, so ich diezeit nicht beÿ mir gehabt hab) (I.) der edel Jeronimus von Rorbach, Hauptmann zu Goetweig, sein Schwager, (II.) der edel Christan Pawngartner.Datum: Geben zw Gotweig an sand Gregorin des heilligen babst tag (1465).	Jorig Pranntner	PER
1465_III_29.1	Kaiser Friedrich III. fordert zum zweitenmale die Stände von Niederösterreich auf, ihre Reisigen zu Georg von Pottendorf nach Tulln zu senden, damit von dort aus der Kriegszug gegen die Feinde zu Ybbs eröffnet werden könne.	Friedrich III.	PER
1465_VII_04	Hanns Polan zu Pach oberhalb Mauttarn und Anna dessen Frau verkaufen ihrem Bruder, respective Schwager, dem erbern Gilig Polan zu Niderpergarn das Erbe des Wolfgang Protschs von Ruegestorf an dem Besitze seines verstorbenen Vetters Peter Duerlman auf dem Aigen unter dem Gottweig, welchen derselbe mit Anna seiner Frau zu gesammter Hand gekauft hat und den jetzt letztere nach seinem Tode als Witwe auf Lebenszeit innehat. Dasselbe hatte er in der Schranne des Abtes von Gottweig zu Fuert behauptet, ihnen verkauft und umfasst folgenden Besitz: von erst das behaust gueet aufm Aigen, da die benant fraw Anna inne ist, mit seiner zugehoerung bei des Schiffer muell daselbs gelegen; item ain wisen gelegen bei demselben behausten gueet und ain weingarten gelegen enthalb des mullganngks bei der wisen und des Schiffer muell; item dritthalb jeuch agker gelegen in dem Pannholcz zwischen den wegen; item zwai jeuch agker gelegen auf der Obernpeunt zwischen Kristofs Puechlar agker; item funf virtail agker gelegen auf der Obernpeuntt neben des Paul Schreiber saligen agker; item ain halbs jeuch agker auf der Lanndtstrass an Jorig Guettmans agker; item dritthalb jeuch agker gelegen in dem veld ennthalb des Teuffennwegs stost unden an Gênngleins Guettmans agker; item ain jeuch agker in demselben veld neben des Hanns Pranntleins agker; item ain halb jeuch agker gelegen auch neben Hanns Pranntleins agker; item ain halbs jeuch agker auf dem Teuffennweg neben Jorigen des Eschennawer agker.Siegler: (I.) Abt Mertt von Gottweig als Grund- und Burgherr, (II.) der edel Christann Paungartner.Datum: Geben an sannd Vlreichstag des heiligen bischove (1465).	Hanns Polan	PER
1465_VIII_04	Wolfganng Schrêmel fordert die Vrsprunger, Maurer und alle Untertanen des Stiftes Gottweig auf, ihm die Uebergabe einer Urkunde zu erwirken, welche ihm ihr Herr und seine Anwälte, obwohl sie ihm durch Herren, Ritter und Knechte zugesprochen wurde, trotz öfterer Forderung vorenthalten, weshalb er schon einen Schaden von 400 Gulden erlitten habe. Andernfalls werde er sich an ihnen schadlos halten.Datum: Geben in dem thaeber zu Ebersdorff am suntag nach sannd Steffannstag des heiligen martrer (1465).	Gottweig	LOC
